n,n_next,t_hat_1e6_n,t_hat_1e6_next,delta_t_hat_1e6,abs_delta_t_hat_1e6,fracture_threshold_1e6,fracture_class
6190,6191,0,506493,506493,506493,200000,STRONG
6191,6192,506493,0,-506493,506493,200000,STRONG
6232,6233,0,272727,272727,272727,200000,MODERATE
6233,6234,272727,0,-272727,272727,200000,MODERATE
6240,6241,0,987179,987179,987179,200000,EXTREME
6241,6242,987179,0,-987179,987179,200000,EXTREME
6282,6283,0,756410,756410,756410,200000,STRONG
6283,6284,756410,0,-756410,756410,200000,STRONG
6288,6289,0,217948,217948,217948,200000,MODERATE
6289,6290,217948,0,-217948,217948,200000,MODERATE
6312,6313,0,730769,730769,730769,200000,STRONG
6313,6314,730769,0,-730769,730769,200000,STRONG
6318,6319,0,884615,884615,884615,200000,EXTREME
6319,6320,884615,0,-884615,884615,200000,EXTREME
6370,6371,0,269230,269230,269230,200000,MODERATE
6371,6372,269230,0,-269230,269230,200000,MODERATE
6400,6401,0,443037,443037,443037,200000,MODERATE
6401,6402,443037,0,-443037,443037,200000,MODERATE
6402,6403,0,215189,215189,215189,200000,MODERATE
6403,6404,215189,0,-215189,215189,200000,MODERATE
6406,6407,0,518987,518987,518987,200000,STRONG
6407,6408,518987,0,-518987,518987,200000,STRONG
6430,6431,0,721518,721518,721518,200000,STRONG
6431,6432,721518,0,-721518,721518,200000,STRONG
6436,6437,0,493670,493670,493670,200000,MODERATE
6437,6438,493670,0,-493670,493670,200000,MODERATE
6438,6439,0,569620,569620,569620,200000,STRONG
6439,6440,569620,0,-569620,569620,200000,STRONG
6462,6463,0,265822,265822,265822,200000,MODERATE
6463,6464,265822,0,-265822,265822,200000,MODERATE
6466,6467,0,341772,341772,341772,200000,MODERATE
6467,6468,341772,0,-341772,341772,200000,MODERATE
6492,6493,0,518987,518987,518987,200000,STRONG
6493,6494,518987,0,-518987,518987,200000,STRONG
6496,6497,0,898734,898734,898734,200000,EXTREME
6497,6498,898734,0,-898734,898734,200000,EXTREME
6498,6499,0,822784,822784,822784,200000,EXTREME
6499,6500,822784,0,-822784,822784,200000,EXTREME
6508,6509,0,265822,265822,265822,200000,MODERATE
6509,6510,265822,0,-265822,265822,200000,MODERATE
6526,6527,0,746835,746835,746835,200000,STRONG
6527,6528,746835,0,-746835,746835,200000,STRONG
6532,6533,0,569620,569620,569620,200000,STRONG
6533,6534,569620,0,-569620,569620,200000,STRONG
6540,6541,0,367088,367088,367088,200000,MODERATE
6541,6542,367088,0,-367088,367088,200000,MODERATE
6556,6557,0,974683,974683,974683,200000,EXTREME
6557,6558,974683,0,-974683,974683,200000,EXTREME
6582,6583,0,337500,337500,337500,200000,MODERATE
6583,6584,337500,0,-337500,337500,200000,MODERATE
6592,6593,0,212500,212500,212500,200000,MODERATE
6593,6594,212500,0,-212500,212500,200000,MODERATE
6622,6623,0,437500,437500,437500,200000,MODERATE
6623,6624,437500,0,-437500,437500,200000,MODERATE
6630,6631,0,212500,212500,212500,200000,MODERATE
6631,6632,212500,0,-212500,212500,200000,MODERATE
6640,6641,0,337500,337500,337500,200000,MODERATE
6641,6642,337500,0,-337500,337500,200000,MODERATE
6648,6649,0,737500,737500,737500,200000,STRONG
6649,6650,737500,0,-737500,737500,200000,STRONG
6666,6667,0,712500,712500,712500,200000,STRONG
6667,6668,712500,0,-712500,712500,200000,STRONG
6682,6683,0,487500,487500,487500,200000,MODERATE
6683,6684,487500,0,-487500,487500,200000,MODERATE
6696,6697,0,437500,437500,437500,200000,MODERATE
6697,6698,437500,0,-437500,437500,200000,MODERATE
6706,6707,0,212500,212500,212500,200000,MODERATE
6707,6708,212500,0,-212500,212500,200000,MODERATE
6730,6731,0,629629,629629,629629,200000,STRONG
6731,6732,629629,0,-629629,629629,200000,STRONG
6738,6739,0,259259,259259,259259,200000,MODERATE
6739,6740,259259,0,-259259,259259,200000,MODERATE
6750,6751,0,506172,506172,506172,200000,STRONG
6751,6752,506172,0,-506172,506172,200000,STRONG
6756,6757,0,333333,333333,333333,200000,MODERATE
6757,6758,333333,0,-333333,333333,200000,MODERATE
6766,6767,0,802469,802469,802469,200000,EXTREME
6767,6768,802469,0,-802469,802469,200000,EXTREME
6820,6821,0,209876,209876,209876,200000,MODERATE
6821,6822,209876,0,-209876,209876,200000,MODERATE
6846,6847,0,481481,481481,481481,200000,MODERATE
6847,6848,481481,0,-481481,481481,200000,MODERATE
6858,6859,0,209876,209876,209876,200000,MODERATE
6859,6860,209876,0,-209876,209876,200000,MODERATE
6886,6887,0,851851,851851,851851,200000,EXTREME
6887,6888,851851,0,-851851,851851,200000,EXTREME
6888,6889,0,987804,987804,987804,200000,EXTREME
6889,6890,987804,0,-987804,987804,200000,EXTREME
6892,6893,0,719512,719512,719512,200000,STRONG
6893,6894,719512,0,-719512,719512,200000,STRONG
6900,6901,0,792682,792682,792682,200000,STRONG
6901,6902,792682,0,-792682,792682,200000,STRONG
6912,6913,0,353658,353658,353658,200000,MODERATE
6913,6914,353658,0,-353658,353658,200000,MODERATE
6930,6931,0,329268,329268,329268,200000,MODERATE
6931,6932,329268,0,-329268,329268,200000,MODERATE
6942,6943,0,621951,621951,621951,200000,STRONG
6943,6944,621951,0,-621951,621951,200000,STRONG
6972,6973,0,207317,207317,207317,200000,MODERATE
6973,6974,207317,0,-207317,207317,200000,MODERATE
6988,6989,0,329268,329268,329268,200000,MODERATE
6989,6990,329268,0,-329268,329268,200000,MODERATE
7002,7003,0,548780,548780,548780,200000,STRONG
7003,7004,548780,0,-548780,548780,200000,STRONG
7008,7009,0,500000,500000,500000,200000,STRONG
7009,7010,500000,0,-500000,500000,200000,STRONG
7030,7031,0,939024,939024,939024,200000,EXTREME
7031,7032,939024,0,-939024,939024,200000,EXTREME
7036,7037,0,353658,353658,353658,200000,MODERATE
7037,7038,353658,0,-353658,353658,200000,MODERATE
7060,7061,0,253012,253012,253012,200000,MODERATE
7061,7062,253012,0,-253012,253012,200000,MODERATE
7066,7067,0,421686,421686,421686,200000,MODERATE
7067,7068,421686,0,-421686,421686,200000,MODERATE
7080,7081,0,855421,855421,855421,200000,EXTREME
7081,7082,855421,0,-855421,855421,200000,EXTREME
7086,7087,0,204819,204819,204819,200000,MODERATE
7087,7088,204819,0,-204819,204819,200000,MODERATE
7092,7093,0,469879,469879,469879,200000,MODERATE
7093,7094,469879,0,-469879,469879,200000,MODERATE
7096,7097,0,542168,542168,542168,200000,STRONG
7097,7098,542168,0,-542168,542168,200000,STRONG
7098,7099,0,349397,349397,349397,200000,MODERATE
7099,7100,349397,0,-349397,349397,200000,MODERATE
7140,7141,0,421686,421686,421686,200000,MODERATE
7141,7142,421686,0,-421686,421686,200000,MODERATE
7152,7153,0,253012,253012,253012,200000,MODERATE
7153,7154,253012,0,-253012,253012,200000,MODERATE
7168,7169,0,783132,783132,783132,200000,STRONG
7169,7170,783132,0,-783132,783132,200000,STRONG
7170,7171,0,831325,831325,831325,200000,EXTREME
7171,7172,831325,0,-831325,831325,200000,EXTREME
7180,7181,0,493975,493975,493975,200000,MODERATE
7181,7182,493975,0,-493975,493975,200000,MODERATE
7198,7199,0,253012,253012,253012,200000,MODERATE
7199,7200,253012,0,-253012,253012,200000,MODERATE
7200,7201,0,204819,204819,204819,200000,MODERATE
7201,7202,204819,0,-204819,204819,200000,MODERATE
7222,7223,0,349397,349397,349397,200000,MODERATE
7223,7224,349397,0,-349397,349397,200000,MODERATE
7260,7261,0,607142,607142,607142,200000,STRONG
7261,7262,607142,0,-607142,607142,200000,STRONG
7276,7277,0,202380,202380,202380,200000,MODERATE
7277,7278,202380,0,-202380,202380,200000,MODERATE
7278,7279,0,321428,321428,321428,200000,MODERATE
7279,7280,321428,0,-321428,321428,200000,MODERATE
7288,7289,0,416666,416666,416666,200000,MODERATE
7289,7290,416666,0,-416666,416666,200000,MODERATE
7290,7291,0,250000,250000,250000,200000,MODERATE
7291,7292,250000,0,-250000,250000,200000,MODERATE
7302,7303,0,773809,773809,773809,200000,STRONG
7303,7304,773809,0,-773809,773809,200000,STRONG
7312,7313,0,821428,821428,821428,200000,EXTREME
7313,7314,821428,0,-821428,821428,200000,EXTREME
7338,7339,0,464285,464285,464285,200000,MODERATE
7339,7340,464285,0,-464285,464285,200000,MODERATE
7362,7363,0,416666,416666,416666,200000,MODERATE
7363,7364,416666,0,-416666,416666,200000,MODERATE
7366,7367,0,607142,607142,607142,200000,STRONG
7367,7368,607142,0,-607142,607142,200000,STRONG
7372,7373,0,845238,845238,845238,200000,EXTREME
7373,7374,845238,0,-845238,845238,200000,EXTREME
7378,7379,0,535714,535714,535714,200000,STRONG
7379,7380,535714,0,-535714,535714,200000,STRONG
7386,7387,0,964285,964285,964285,200000,EXTREME
7387,7388,964285,0,-964285,964285,200000,EXTREME
7390,7391,0,202380,202380,202380,200000,MODERATE
7391,7392,202380,0,-202380,202380,200000,MODERATE
7408,7409,0,341176,341176,341176,200000,MODERATE
7409,7410,341176,0,-341176,341176,200000,MODERATE
7420,7421,0,458823,458823,458823,200000,MODERATE
7421,7422,458823,0,-458823,458823,200000,MODERATE
7438,7439,0,482352,482352,482352,200000,MODERATE
7439,7440,482352,0,-482352,482352,200000,MODERATE
7452,7453,0,317647,317647,317647,200000,MODERATE
7453,7454,317647,0,-317647,317647,200000,MODERATE
7470,7471,0,341176,341176,341176,200000,MODERATE
7471,7472,341176,0,-341176,341176,200000,MODERATE
7492,7493,0,670588,670588,670588,200000,STRONG
7493,7494,670588,0,-670588,670588,200000,STRONG
7518,7519,0,835294,835294,835294,200000,EXTREME
7519,7520,835294,0,-835294,835294,200000,EXTREME
7542,7543,0,200000,200000,200000,200000,MODERATE
7543,7544,200000,0,-200000,200000,200000,MODERATE
7570,7571,0,755813,755813,755813,200000,STRONG
7571,7572,755813,0,-755813,755813,200000,STRONG
7596,7597,0,802325,802325,802325,200000,EXTREME
7597,7598,802325,0,-802325,802325,200000,EXTREME
7612,7613,0,244186,244186,244186,200000,MODERATE
7613,7614,244186,0,-244186,244186,200000,MODERATE
7626,7627,0,313953,313953,313953,200000,MODERATE
7627,7628,313953,0,-313953,313953,200000,MODERATE
7660,7661,0,523255,523255,523255,200000,STRONG
7661,7662,523255,0,-523255,523255,200000,STRONG
7662,7663,0,895348,895348,895348,200000,EXTREME
7663,7664,895348,0,-895348,895348,200000,EXTREME
7696,7697,0,476744,476744,476744,200000,MODERATE
7697,7698,476744,0,-476744,476744,200000,MODERATE
7728,7729,0,662790,662790,662790,200000,STRONG
7729,7730,662790,0,-662790,662790,200000,STRONG
7738,7739,0,802325,802325,802325,200000,EXTREME
7739,7740,802325,0,-802325,802325,200000,EXTREME
7746,7747,0,678160,678160,678160,200000,STRONG
7747,7748,678160,0,-678160,678160,200000,STRONG
7750,7751,0,241379,241379,241379,200000,MODERATE
7751,7752,241379,0,-241379,241379,200000,MODERATE
7780,7781,0,333333,333333,333333,200000,MODERATE
7781,7782,333333,0,-333333,333333,200000,MODERATE
7782,7783,0,471264,471264,471264,200000,MODERATE
7783,7784,471264,0,-471264,471264,200000,MODERATE
7800,7801,0,310344,310344,310344,200000,MODERATE
7801,7802,310344,0,-310344,310344,200000,MODERATE
7806,7807,0,402298,402298,402298,200000,MODERATE
7807,7808,402298,0,-402298,402298,200000,MODERATE
7810,7811,0,816091,816091,816091,200000,EXTREME
7811,7812,816091,0,-816091,816091,200000,EXTREME
7830,7831,0,448275,448275,448275,200000,MODERATE
7831,7832,448275,0,-448275,448275,200000,MODERATE
7848,7849,0,517241,517241,517241,200000,STRONG
7849,7850,517241,0,-517241,517241,200000,STRONG
7858,7859,0,310344,310344,310344,200000,MODERATE
7859,7860,310344,0,-310344,310344,200000,MODERATE
7896,7897,0,586206,586206,586206,200000,STRONG
7897,7898,586206,0,-586206,586206,200000,STRONG
7912,7913,0,448275,448275,448275,200000,MODERATE
7913,7914,448275,0,-448275,448275,200000,MODERATE
7920,7921,0,988636,988636,988636,200000,EXTREME
7921,7922,988636,0,-988636,988636,200000,EXTREME
7956,7957,0,806818,806818,806818,200000,EXTREME
7957,7958,806818,0,-806818,806818,200000,EXTREME
7966,7967,0,329545,329545,329545,200000,MODERATE
7967,7968,329545,0,-329545,329545,200000,MODERATE
7978,7979,0,875000,875000,875000,200000,EXTREME
7979,7980,875000,0,-875000,875000,200000,EXTREME
7980,7981,0,238636,238636,238636,200000,MODERATE
7981,7982,238636,0,-238636,238636,200000,MODERATE
7990,7991,0,670454,670454,670454,200000,STRONG
7991,7992,670454,0,-670454,670454,200000,STRONG
8002,8003,0,579545,579545,579545,200000,STRONG
8003,8004,579545,0,-579545,579545,200000,STRONG
8022,8023,0,784090,784090,784090,200000,STRONG
8023,8024,784090,0,-784090,784090,200000,STRONG
8026,8027,0,238636,238636,238636,200000,MODERATE
8027,8028,238636,0,-238636,238636,200000,MODERATE
8032,8033,0,306818,306818,306818,200000,MODERATE
8033,8034,306818,0,-306818,306818,200000,MODERATE
8050,8051,0,920454,920454,920454,200000,EXTREME
8051,8052,920454,0,-920454,920454,200000,EXTREME
8076,8077,0,443181,443181,443181,200000,MODERATE
8077,8078,443181,0,-443181,443181,200000,MODERATE
8082,8083,0,647727,647727,647727,200000,STRONG
8083,8084,647727,0,-647727,647727,200000,STRONG
8118,8119,0,235955,235955,235955,200000,MODERATE
8119,8120,235955,0,-235955,235955,200000,MODERATE
8130,8131,0,505617,505617,505617,200000,STRONG
8131,8132,505617,0,-505617,505617,200000,STRONG
8136,8137,0,865168,865168,865168,200000,EXTREME
8137,8138,865168,0,-865168,865168,200000,EXTREME
8148,8149,0,303370,303370,303370,200000,MODERATE
8149,8150,303370,0,-303370,303370,200000,MODERATE
8152,8153,0,325842,325842,325842,200000,MODERATE
8153,8154,325842,0,-325842,325842,200000,MODERATE
8158,8159,0,438202,438202,438202,200000,MODERATE
8159,8160,438202,0,-438202,438202,200000,MODERATE
8200,8201,0,640449,640449,640449,200000,STRONG
8201,8202,640449,0,-640449,640449,200000,STRONG
8206,8207,0,303370,303370,303370,200000,MODERATE
8207,8208,303370,0,-303370,303370,200000,MODERATE
8212,8213,0,460674,460674,460674,200000,MODERATE
8213,8214,460674,0,-460674,460674,200000,MODERATE
8248,8249,0,797752,797752,797752,200000,STRONG
8249,8250,797752,0,-797752,797752,200000,STRONG
8250,8251,0,393258,393258,393258,200000,MODERATE
8251,8252,393258,0,-393258,393258,200000,MODERATE
8256,8257,0,235955,235955,235955,200000,MODERATE
8257,8258,235955,0,-235955,235955,200000,MODERATE
8298,8299,0,455555,455555,455555,200000,MODERATE
8299,8300,455555,0,-455555,455555,200000,MODERATE
8320,8321,0,566666,566666,566666,200000,STRONG
8321,8322,566666,0,-566666,566666,200000,STRONG
8338,8339,0,322222,322222,322222,200000,MODERATE
8339,8340,322222,0,-322222,322222,200000,MODERATE
8356,8357,0,655555,655555,655555,200000,STRONG
8357,8358,655555,0,-655555,655555,200000,STRONG
8382,8383,0,900000,900000,900000,200000,EXTREME
8383,8384,900000,0,-900000,900000,200000,EXTREME
8398,8399,0,388888,388888,388888,200000,MODERATE
8399,8400,388888,0,-388888,388888,200000,MODERATE
8400,8401,0,322222,322222,322222,200000,MODERATE
8401,8402,322222,0,-322222,322222,200000,MODERATE
8412,8413,0,500000,500000,500000,200000,STRONG
8413,8414,500000,0,-500000,500000,200000,STRONG
8440,8441,0,233333,233333,233333,200000,MODERATE
8441,8442,233333,0,-233333,233333,200000,MODERATE
8452,8453,0,855555,855555,855555,200000,EXTREME
8453,8454,855555,0,-855555,855555,200000,EXTREME
8470,8471,0,450549,450549,450549,200000,MODERATE
8471,8472,450549,0,-450549,450549,200000,MODERATE
8472,8473,0,384615,384615,384615,200000,MODERATE
8473,8474,384615,0,-384615,384615,200000,MODERATE
8478,8479,0,648351,648351,648351,200000,STRONG
8479,8480,648351,0,-648351,648351,200000,STRONG
8496,8497,0,296703,296703,296703,200000,MODERATE
8497,8498,296703,0,-296703,296703,200000,MODERATE
8506,8507,0,494505,494505,494505,200000,MODERATE
8507,8508,494505,0,-494505,494505,200000,MODERATE
8508,8509,0,714285,714285,714285,200000,STRONG
8509,8510,714285,0,-714285,714285,200000,STRONG
8548,8549,0,890109,890109,890109,200000,EXTREME
8549,8550,890109,0,-890109,890109,200000,EXTREME
8556,8557,0,450549,450549,450549,200000,MODERATE
8557,8558,450549,0,-450549,450549,200000,MODERATE
8578,8579,0,230769,230769,230769,200000,MODERATE
8579,8580,230769,0,-230769,230769,200000,MODERATE
8586,8587,0,318681,318681,318681,200000,MODERATE
8587,8588,318681,0,-318681,318681,200000,MODERATE
8610,8611,0,846153,846153,846153,200000,EXTREME
8611,8612,846153,0,-846153,846153,200000,EXTREME
8620,8621,0,384615,384615,384615,200000,MODERATE
8621,8622,384615,0,-384615,384615,200000,MODERATE
8632,8633,0,956043,956043,956043,200000,EXTREME
8633,8634,956043,0,-956043,956043,200000,EXTREME
8638,8639,0,560439,560439,560439,200000,STRONG
8639,8640,560439,0,-560439,560439,200000,STRONG
8650,8651,0,423913,423913,423913,200000,MODERATE
8651,8652,423913,0,-423913,423913,200000,MODERATE
8710,8711,0,315217,315217,315217,200000,MODERATE
8711,8712,315217,0,-315217,315217,200000,MODERATE
8716,8717,0,228260,228260,228260,200000,MODERATE
8717,8718,228260,0,-228260,228260,200000,MODERATE
8772,8773,0,315217,315217,315217,200000,MODERATE
8773,8774,315217,0,-315217,315217,200000,MODERATE
8776,8777,0,706521,706521,706521,200000,STRONG
8777,8778,706521,0,-706521,706521,200000,STRONG
8790,8791,0,619565,619565,619565,200000,STRONG
8791,8792,619565,0,-619565,619565,200000,STRONG
8808,8809,0,228260,228260,228260,200000,MODERATE
8809,8810,228260,0,-228260,228260,200000,MODERATE
8842,8843,0,376344,376344,376344,200000,MODERATE
8843,8844,376344,0,-376344,376344,200000,MODERATE
8850,8851,0,548387,548387,548387,200000,STRONG
8851,8852,548387,0,-548387,548387,200000,STRONG
8880,8881,0,870967,870967,870967,200000,EXTREME
8881,8882,870967,0,-870967,870967,200000,EXTREME
8902,8903,0,290322,290322,290322,200000,MODERATE
8903,8904,290322,0,-290322,290322,200000,MODERATE
8908,8909,0,612903,612903,612903,200000,STRONG
8909,8910,612903,0,-612903,612903,200000,STRONG
8916,8917,0,376344,376344,376344,200000,MODERATE
8917,8918,376344,0,-376344,376344,200000,MODERATE
8926,8927,0,827956,827956,827956,200000,EXTREME
8927,8928,827956,0,-827956,827956,200000,EXTREME
8946,8947,0,225806,225806,225806,200000,MODERATE
8947,8948,225806,0,-225806,225806,200000,MODERATE
8976,8977,0,483870,483870,483870,200000,MODERATE
8977,8978,483870,0,-483870,483870,200000,MODERATE
8988,8989,0,935483,935483,935483,200000,EXTREME
8989,8990,935483,0,-935483,935483,200000,EXTREME
9016,9017,0,741935,741935,741935,200000,STRONG
9017,9018,741935,0,-741935,741935,200000,STRONG
9018,9019,0,290322,290322,290322,200000,MODERATE
9019,9020,290322,0,-290322,290322,200000,MODERATE
9046,9047,0,861702,861702,861702,200000,EXTREME
9047,9048,861702,0,-861702,861702,200000,EXTREME
9070,9071,0,478723,478723,478723,200000,MODERATE
9071,9072,478723,0,-478723,478723,200000,MODERATE
9072,9073,0,436170,436170,436170,200000,MODERATE
9073,9074,436170,0,-436170,436170,200000,MODERATE
9076,9077,0,287234,287234,287234,200000,MODERATE
9077,9078,287234,0,-287234,287234,200000,MODERATE
9082,9083,0,308510,308510,308510,200000,MODERATE
9083,9084,308510,0,-308510,308510,200000,MODERATE
9088,9089,0,627659,627659,627659,200000,STRONG
9089,9090,627659,0,-627659,627659,200000,STRONG
9130,9131,0,223404,223404,223404,200000,MODERATE
9131,9132,223404,0,-223404,223404,200000,MODERATE
9142,9143,0,414893,414893,414893,200000,MODERATE
9143,9144,414893,0,-414893,414893,200000,MODERATE
9166,9167,0,925531,925531,925531,200000,EXTREME
9167,9168,925531,0,-925531,925531,200000,EXTREME
9168,9169,0,542553,542553,542553,200000,STRONG
9169,9170,542553,0,-542553,542553,200000,STRONG
9178,9179,0,691489,691489,691489,200000,STRONG
9179,9180,691489,0,-691489,691489,200000,STRONG
9192,9193,0,287234,287234,287234,200000,MODERATE
9193,9194,287234,0,-287234,287234,200000,MODERATE
9210,9211,0,627659,627659,627659,200000,STRONG
9211,9212,627659,0,-627659,627659,200000,STRONG
9222,9223,0,221052,221052,221052,200000,MODERATE
9223,9224,221052,0,-221052,221052,200000,MODERATE
9258,9259,0,473684,473684,473684,200000,MODERATE
9259,9260,473684,0,-473684,473684,200000,MODERATE
9262,9263,0,600000,600000,600000,200000,STRONG
9263,9264,600000,0,-600000,600000,200000,STRONG
9270,9271,0,747368,747368,747368,200000,STRONG
9271,9272,747368,0,-747368,747368,200000,STRONG
9286,9287,0,368421,368421,368421,200000,MODERATE
9287,9288,368421,0,-368421,368421,200000,MODERATE
9300,9301,0,726315,726315,726315,200000,STRONG
9301,9302,726315,0,-726315,726315,200000,STRONG
9306,9307,0,410526,410526,410526,200000,MODERATE
9307,9308,410526,0,-410526,410526,200000,MODERATE
9312,9313,0,684210,684210,684210,200000,STRONG
9313,9314,684210,0,-684210,684210,200000,STRONG
9352,9353,0,473684,473684,473684,200000,MODERATE
9353,9354,473684,0,-473684,473684,200000,MODERATE
9378,9379,0,852631,852631,852631,200000,EXTREME
9379,9380,852631,0,-852631,852631,200000,EXTREME
9388,9389,0,410526,410526,410526,200000,MODERATE
9389,9390,410526,0,-410526,410526,200000,MODERATE
9406,9407,0,221052,221052,221052,200000,MODERATE
9407,9408,221052,0,-221052,221052,200000,MODERATE
9408,9409,0,989583,989583,989583,200000,EXTREME
9409,9410,989583,0,-989583,989583,200000,EXTREME
9486,9487,0,531250,531250,531250,200000,STRONG
9487,9488,531250,0,-531250,531250,200000,STRONG
9508,9509,0,364583,364583,364583,200000,MODERATE
9509,9510,364583,0,-364583,364583,200000,MODERATE
9516,9517,0,302083,302083,302083,200000,MODERATE
9517,9518,302083,0,-302083,302083,200000,MODERATE
9522,9523,0,906250,906250,906250,200000,EXTREME
9523,9524,906250,0,-906250,906250,200000,EXTREME
9552,9553,0,406250,406250,406250,200000,MODERATE
9553,9554,406250,0,-406250,406250,200000,MODERATE
9562,9563,0,739583,739583,739583,200000,STRONG
9563,9564,739583,0,-739583,739583,200000,STRONG
9576,9577,0,614583,614583,614583,200000,STRONG
9577,9578,614583,0,-614583,614583,200000,STRONG
9588,9589,0,427083,427083,427083,200000,MODERATE
9589,9590,427083,0,-427083,427083,200000,MODERATE
9592,9593,0,531250,531250,531250,200000,STRONG
9593,9594,531250,0,-531250,531250,200000,STRONG
9598,9599,0,281250,281250,281250,200000,MODERATE
9599,9600,281250,0,-281250,281250,200000,MODERATE
9616,9617,0,587628,587628,587628,200000,STRONG
9617,9618,587628,0,-587628,587628,200000,STRONG
9636,9637,0,216494,216494,216494,200000,MODERATE
9637,9638,216494,0,-216494,216494,200000,MODERATE
9640,9641,0,298969,298969,298969,200000,MODERATE
9641,9642,298969,0,-298969,298969,200000,MODERATE
9682,9683,0,216494,216494,216494,200000,MODERATE
9683,9684,216494,0,-216494,216494,200000,MODERATE
9700,9701,0,896907,896907,896907,200000,EXTREME
9701,9702,896907,0,-896907,896907,200000,EXTREME
9702,9703,0,298969,298969,298969,200000,MODERATE
9703,9704,298969,0,-298969,298969,200000,MODERATE
9726,9727,0,711340,711340,711340,200000,STRONG
9727,9728,711340,0,-711340,711340,200000,STRONG
9730,9731,0,360824,360824,360824,200000,MODERATE
9731,9732,360824,0,-360824,360824,200000,MODERATE
9760,9761,0,422680,422680,422680,200000,MODERATE
9761,9762,422680,0,-422680,422680,200000,MODERATE
9772,9773,0,278350,278350,278350,200000,MODERATE
9773,9774,278350,0,-278350,278350,200000,MODERATE
9796,9797,0,979381,979381,979381,200000,EXTREME
9797,9798,979381,0,-979381,979381,200000,EXTREME
9798,9799,0,402061,402061,402061,200000,MODERATE
9799,9800,402061,0,-402061,402061,200000,MODERATE
9826,9827,0,295918,295918,295918,200000,MODERATE
9827,9828,295918,0,-295918,295918,200000,MODERATE
9846,9847,0,418367,418367,418367,200000,MODERATE
9847,9848,418367,0,-418367,418367,200000,MODERATE
9852,9853,0,581632,581632,581632,200000,STRONG
9853,9854,581632,0,-581632,581632,200000,STRONG
9868,9869,0,704081,704081,704081,200000,STRONG
9869,9870,704081,0,-704081,704081,200000,STRONG
9880,9881,0,397959,397959,397959,200000,MODERATE
9881,9882,397959,0,-397959,397959,200000,MODERATE
9912,9913,0,214285,214285,214285,200000,MODERATE
9913,9914,214285,0,-214285,214285,200000,MODERATE
9916,9917,0,459183,459183,459183,200000,MODERATE
9917,9918,459183,0,-459183,459183,200000,MODERATE
9942,9943,0,602040,602040,602040,200000,STRONG
9943,9944,602040,0,-602040,602040,200000,STRONG
9952,9953,0,357142,357142,357142,200000,MODERATE
9953,9954,357142,0,-357142,357142,200000,MODERATE
9958,9959,0,214285,214285,214285,200000,MODERATE
9959,9960,214285,0,-214285,214285,200000,MODERATE
9982,9983,0,663265,663265,663265,200000,STRONG
9983,9984,663265,0,-663265,663265,200000,STRONG
9990,9991,0,969387,969387,969387,200000,EXTREME
9991,9992,969387,0,-969387,969387,200000,EXTREME
10000,10001,0,717171,717171,717171,200000,STRONG
10001,10002,717171,0,-717171,717171,200000,STRONG
10018,10019,0,414141,414141,414141,200000,MODERATE
10019,10020,414141,0,-414141,414141,200000,MODERATE
10026,10027,0,353535,353535,353535,200000,MODERATE
10027,10028,353535,0,-353535,353535,200000,MODERATE
10032,10033,0,777777,777777,777777,200000,STRONG
10033,10034,777777,0,-777777,777777,200000,STRONG
10056,10057,0,878787,878787,878787,200000,EXTREME
10057,10058,878787,0,-878787,878787,200000,EXTREME
10062,10063,0,272727,272727,272727,200000,MODERATE
10063,10064,272727,0,-272727,272727,200000,MODERATE
10096,10097,0,212121,212121,212121,200000,MODERATE
10097,10098,212121,0,-212121,212121,200000,MODERATE
10116,10117,0,656565,656565,656565,200000,STRONG
10117,10118,656565,0,-656565,656565,200000,STRONG
10120,10121,0,272727,272727,272727,200000,MODERATE
10121,10122,272727,0,-272727,272727,200000,MODERATE
10122,10123,0,515151,515151,515151,200000,STRONG
10123,10124,515151,0,-515151,515151,200000,STRONG
10146,10147,0,717171,717171,717171,200000,STRONG
10147,10148,717171,0,-717171,717171,200000,STRONG
10186,10187,0,595959,595959,595959,200000,STRONG
10187,10188,595959,0,-595959,595959,200000,STRONG
10188,10189,0,212121,212121,212121,200000,MODERATE
10189,10190,212121,0,-212121,212121,200000,MODERATE
10200,10201,0,990000,990000,990000,200000,EXTREME
10201,10202,990000,0,-990000,990000,200000,EXTREME
10206,10207,0,570000,570000,570000,200000,STRONG
10207,10208,570000,0,-570000,570000,200000,STRONG
10228,10229,0,510000,510000,510000,200000,STRONG
10229,10230,510000,0,-510000,510000,200000,STRONG
10236,10237,0,270000,270000,270000,200000,MODERATE
10237,10238,270000,0,-270000,270000,200000,MODERATE
10248,10249,0,350000,350000,350000,200000,MODERATE
10249,10250,350000,0,-350000,350000,200000,MODERATE
10260,10261,0,290000,290000,290000,200000,MODERATE
10261,10262,290000,0,-290000,290000,200000,MODERATE
10276,10277,0,410000,410000,410000,200000,MODERATE
10277,10278,410000,0,-410000,410000,200000,MODERATE
10290,10291,0,390000,390000,390000,200000,MODERATE
10291,10292,390000,0,-390000,390000,200000,MODERATE
10326,10327,0,210000,210000,210000,200000,MODERATE
10327,10328,210000,0,-210000,210000,200000,MODERATE
10348,10349,0,770000,770000,770000,200000,STRONG
10349,10350,770000,0,-770000,770000,200000,STRONG
10362,10363,0,410000,410000,410000,200000,MODERATE
10363,10364,410000,0,-410000,410000,200000,MODERATE
10378,10379,0,950000,950000,950000,200000,EXTREME
